,year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e,emission_intensity
8193,2001,PetroEcuador,State-owned Entity,Oil & NGL,82.9,Million bbl/yr,33.05868765094186,0.3987778968750526
8194,2001,PetroEcuador,State-owned Entity,Natural Gas,3.5,Bcf/yr,0.2551163662664531,0.07289039036184375
8195,2002,PetroEcuador,State-owned Entity,Oil & NGL,80.7,Million bbl/yr,32.181376277816746,0.3987778968750526
8196,2002,PetroEcuador,State-owned Entity,Natural Gas,3.5,Bcf/yr,0.2551163662664531,0.07289039036184375
8197,2003,PetroEcuador,State-owned Entity,Oil & NGL,100.0,Million bbl/yr,39.877789687505256,0.39877789687505255
8198,2003,PetroEcuador,State-owned Entity,Natural Gas,3.5,Bcf/yr,0.2551163662664531,0.07289039036184375
8199,2004,PetroEcuador,State-owned Entity,Oil & NGL,72.0,Million bbl/yr,28.712008575003793,0.39877789687505266
8200,2004,PetroEcuador,State-owned Entity,Natural Gas,3.5,Bcf/yr,0.2551163662664531,0.07289039036184375
8201,2005,PetroEcuador,State-owned Entity,Oil & NGL,71.0,Million bbl/yr,28.313230678128733,0.39877789687505255
8202,2005,PetroEcuador,State-owned Entity,Natural Gas,1.9,Bcf/yr,0.1384917416875031,0.07289039036184375
8203,2006,PetroEcuador,State-owned Entity,Oil & NGL,182.5,Million bbl/yr,72.7769661796971,0.3987778968750526
8204,2006,PetroEcuador,State-owned Entity,Natural Gas,0.3,Bcf/yr,0.0218671171085531,0.07289039036184367
8205,2007,PetroEcuador,State-owned Entity,Oil & NGL,186.9,Million bbl/yr,74.53158892594733,0.3987778968750526
8206,2007,PetroEcuador,State-owned Entity,Natural Gas,0.3,Bcf/yr,0.0218671171085531,0.07289039036184367
8207,2008,PetroEcuador,State-owned Entity,Oil & NGL,179.25,Million bbl/yr,71.48093801485318,0.3987778968750526
8208,2008,PetroEcuador,State-owned Entity,Natural Gas,4.65,Bcf/yr,0.3389403151825735,0.07289039036184376
8209,2009,PetroEcuador,State-owned Entity,Oil & NGL,171.6,Million bbl/yr,68.43028710375903,0.3987778968750526
8210,2009,PetroEcuador,State-owned Entity,Natural Gas,9.0,Bcf/yr,0.6560135132565938,0.07289039036184376
8211,2010,PetroEcuador,State-owned Entity,Oil & NGL,177.2,Million bbl/yr,70.6634433262593,0.3987778968750525
8212,2010,PetroEcuador,State-owned Entity,Natural Gas,12.0,Bcf/yr,0.8746846843421251,0.07289039036184376
8213,2011,PetroEcuador,State-owned Entity,Oil & NGL,182.3,Million bbl/yr,72.69721060032208,0.39877789687505255
8214,2011,PetroEcuador,State-owned Entity,Natural Gas,12.0,Bcf/yr,0.8746846843421251,0.07289039036184376
8215,2012,PetroEcuador,State-owned Entity,Oil & NGL,184.1,Million bbl/yr,73.41501081469715,0.39877789687505244
8216,2012,PetroEcuador,State-owned Entity,Natural Gas,8.5,Bcf/yr,0.6195683180756719,0.07289039036184375
8217,2013,PetroEcuador,State-owned Entity,Oil & NGL,190.2,Million bbl/yr,75.84755598563497,0.39877789687505244
8218,2013,PetroEcuador,State-owned Entity,Natural Gas,12.0,Bcf/yr,0.8746846843421251,0.07289039036184376
8219,2014,PetroEcuador,State-owned Entity,Oil & NGL,203.0,Million bbl/yr,80.95191306563567,0.39877789687505255
8220,2014,PetroEcuador,State-owned Entity,Natural Gas,20.4,Bcf/yr,1.4869639633816123,0.07289039036184375
8221,2015,PetroEcuador,State-owned Entity,Oil & NGL,198.2,Million bbl/yr,79.03777916063541,0.39877789687505255
8222,2015,PetroEcuador,State-owned Entity,Natural Gas,17.5,Bcf/yr,1.2755818313322658,0.07289039036184376
8223,2016,PetroEcuador,State-owned Entity,Oil & NGL,200.4,Million bbl/yr,79.91509053376053,0.39877789687505255
8224,2016,PetroEcuador,State-owned Entity,Natural Gas,18.7,Bcf/yr,1.3630502997664782,0.07289039036184375
8225,2017,PetroEcuador,State-owned Entity,Oil & NGL,193.9,Million bbl/yr,77.3230342040727,0.3987778968750526
8226,2017,PetroEcuador,State-owned Entity,Natural Gas,16.3,Bcf/yr,1.1881133628980531,0.07289039036184375
8227,2018,PetroEcuador,State-owned Entity,Oil & NGL,188.8,Million bbl/yr,75.28926693000993,0.39877789687505255
8228,2018,PetroEcuador,State-owned Entity,Natural Gas,12.3,Bcf/yr,0.8965518014506781,0.07289039036184375
8229,2019,PetroEcuador,State-owned Entity,Oil & NGL,193.0,Million bbl/yr,76.96413409688515,0.39877789687505255
8230,2019,PetroEcuador,State-owned Entity,Natural Gas,10.89185,Bcf/yr,0.7939111982626479,0.07289039036184375
8231,2020,PetroEcuador,State-owned Entity,Oil & NGL,174.0,Million bbl/yr,69.38735405625914,0.39877789687505255
8232,2020,PetroEcuador,State-owned Entity,Natural Gas,10.5405,Bcf/yr,0.7683011596090141,0.07289039036184376
8233,2021,PetroEcuador,State-owned Entity,Oil & NGL,172.64499999999998,Million bbl/yr,68.84701000599345,0.3987778968750526
8234,2021,PetroEcuador,State-owned Entity,Natural Gas,10.89185,Bcf/yr,0.7939111982626479,0.07289039036184375
8235,2022,PetroEcuador,State-owned Entity,Oil & NGL,175.565,Million bbl/yr,70.01144146486861,0.3987778968750526
8236,2022,PetroEcuador,State-owned Entity,Natural Gas,10.997255,Bcf/yr,0.8015942098587379,0.07289039036184375
8237,1960,Petroleos de Venezuela,State-owned Entity,Oil & NGL,104.025,Million bbl/yr,41.48287072242735,0.3987778968750526
8238,1960,Petroleos de Venezuela,State-owned Entity,Natural Gas,19.0033,Bcf/yr,1.3851579551632252,0.07289039036184375
8239,1961,Petroleos de Venezuela,State-owned Entity,Oil & NGL,106.58,Million bbl/yr,42.5017482489431,0.39877789687505255
8240,1961,Petroleos de Venezuela,State-owned Entity,Natural Gas,20.0184,Bcf/yr,1.459148990419533,0.07289039036184375
8241,1962,Petroleos de Venezuela,State-owned Entity,Oil & NGL,116.8,Million bbl/yr,46.577258355006144,0.3987778968750526
8242,1962,Petroleos de Venezuela,State-owned Entity,Natural Gas,21.4254,Bcf/yr,1.561705769658647,0.07289039036184375
8243,1963,Petroleos de Venezuela,State-owned Entity,Oil & NGL,118.625,Million bbl/yr,47.30502801680312,0.39877789687505266
8244,1963,Petroleos de Venezuela,State-owned Entity,Natural Gas,23.019,Bcf/yr,1.6778638957392813,0.07289039036184376
8245,1964,Petroleos de Venezuela,State-owned Entity,Oil & NGL,123.735,Million bbl/yr,49.34278306983463,0.3987778968750526
8246,1964,Petroleos de Venezuela,State-owned Entity,Natural Gas,25.0902,Bcf/yr,1.828834472256732,0.07289039036184375
8247,1965,Petroleos de Venezuela,State-owned Entity,Oil & NGL,126.655,Million bbl/yr,50.507214528709795,0.39877789687505266
8248,1965,Petroleos de Venezuela,State-owned Entity,Natural Gas,24.9815,Bcf/yr,1.8209112868243995,0.07289039036184375
8249,1966,Petroleos de Venezuela,State-owned Entity,Oil & NGL,123.005,Million bbl/yr,49.05167520511584,0.3987778968750526
8250,1966,Petroleos de Venezuela,State-owned Entity,Natural Gas,26.3894,Bcf/yr,1.92353366741484,0.07289039036184378
8251,1967,Petroleos de Venezuela,State-owned Entity,Oil & NGL,129.21,Million bbl/yr,51.526092055225554,0.39877789687505266
8252,1967,Petroleos de Venezuela,State-owned Entity,Natural Gas,29.2655,Bcf/yr,2.1331737191345383,0.07289039036184375
8253,1968,Petroleos de Venezuela,State-owned Entity,Oil & NGL,131.4,Million bbl/yr,52.39941564938192,0.39877789687505266
8254,1968,Petroleos de Venezuela,State-owned Entity,Natural Gas,30.1197,Bcf/yr,2.1954366905816247,0.07289039036184373
8255,1969,Petroleos de Venezuela,State-owned Entity,Oil & NGL,131.035,Million bbl/yr,52.25386171702251,0.39877789687505255
8256,1969,Petroleos de Venezuela,State-owned Entity,Natural Gas,31.4092,Bcf/yr,2.2894288489532233,0.07289039036184378
8257,1970,Petroleos de Venezuela,State-owned Entity,Oil & NGL,135.415,Million bbl/yr,54.000508905335245,0.3987778968750526
8258,1970,Petroleos de Venezuela,State-owned Entity,Natural Gas,34.863,Bcf/yr,2.5411776791849587,0.07289039036184375
8259,1971,Petroleos de Venezuela,State-owned Entity,Oil & NGL,129.57500000000002,Million bbl/yr,51.671645987584945,0.3987778968750526
8260,1971,Petroleos de Venezuela,State-owned Entity,Natural Gas,36.823,Bcf/yr,2.684042844294172,0.07289039036184375
8261,1972,Petroleos de Venezuela,State-owned Entity,Oil & NGL,117.53,Million bbl/yr,46.868366219724926,0.39877789687505255
8262,1972,Petroleos de Venezuela,State-owned Entity,Natural Gas,38.7723,Bcf/yr,2.8261280822265142,0.07289039036184375
8263,1973,Petroleos de Venezuela,State-owned Entity,Oil & NGL,123.005,Million bbl/yr,49.05167520511584,0.3987778968750526
8264,1973,Petroleos de Venezuela,State-owned Entity,Natural Gas,45.9936,Bcf/yr,3.352491458146497,0.07289039036184375
8265,1974,Petroleos de Venezuela,State-owned Entity,Oil & NGL,108.77,Million bbl/yr,43.37507184309948,0.39877789687505266
8266,1974,Petroleos de Venezuela,State-owned Entity,Natural Gas,47.596900000000005,Bcf/yr,3.469356621013641,0.07289039036184375
8267,1975,Petroleos de Venezuela,State-owned Entity,Oil & NGL,85.775,Million bbl/yr,34.20517410445764,0.3987778968750526
8268,1975,Petroleos de Venezuela,State-owned Entity,Natural Gas,45.0925,Bcf/yr,3.286809927391439,0.07289039036184375
8269,1976,Petroleos de Venezuela,State-owned Entity,Oil & NGL,668.6800000000001,Million bbl/yr,266.6548040824102,0.39877789687505255
8270,1976,Petroleos de Venezuela,State-owned Entity,Natural Gas,383.8456000000001,Bcf/yr,27.97865562267614,0.07289039036184375
8271,1977,Petroleos de Venezuela,State-owned Entity,Oil & NGL,654.08,Million bbl/yr,260.8326467880344,0.3987778968750526
8272,1977,Petroleos de Venezuela,State-owned Entity,Natural Gas,440.0622000000001,Bcf/yr,32.07630554149176,0.07289039036184375
8273,1978,Petroleos de Venezuela,State-owned Entity,Oil & NGL,633.64,Million bbl/yr,252.68162657590833,0.3987778968750526
8274,1978,Petroleos de Venezuela,State-owned Entity,Natural Gas,496.2788,Bcf/yr,36.173955460307376,0.07289039036184373
8275,1979,Petroleos de Venezuela,State-owned Entity,Oil & NGL,689.12,Million bbl/yr,274.80582429453625,0.3987778968750526
8276,1979,Petroleos de Venezuela,State-owned Entity,Natural Gas,552.4954,Bcf/yr,40.27160537912301,0.07289039036184375
8277,1980,Petroleos de Venezuela,State-owned Entity,Oil & NGL,650.576,Million bbl/yr,259.43532903738424,0.3987778968750526
8278,1980,Petroleos de Venezuela,State-owned Entity,Natural Gas,608.712,Bcf/yr,44.36925529793863,0.07289039036184375
8279,1981,Petroleos de Venezuela,State-owned Entity,Oil & NGL,629.844,Million bbl/yr,251.16786567937064,0.39877789687505255
8280,1981,Petroleos de Venezuela,State-owned Entity,Natural Gas,457.6,Bcf/yr,33.3546426295797,0.07289039036184375
8281,1982,Petroleos de Venezuela,State-owned Entity,Oil & NGL,570.86,Million bbl/yr,227.6463502100925,0.39877789687505255
8282,1982,Petroleos de Venezuela,State-owned Entity,Natural Gas,480.0,Bcf/yr,34.987387373685,0.07289039036184376
8283,1983,Petroleos de Venezuela,State-owned Entity,Oil & NGL,542.536,Million bbl/yr,216.35136505900348,0.39877789687505255
8284,1983,Petroleos de Venezuela,State-owned Entity,Natural Gas,460.8,Bcf/yr,33.58789187873761,0.07289039036184376
8285,1984,Petroleos de Venezuela,State-owned Entity,Oil & NGL,541.66,Million bbl/yr,216.00203562134095,0.39877789687505255
8286,1984,Petroleos de Venezuela,State-owned Entity,Natural Gas,488.0,Bcf/yr,35.57051049657976,0.07289039036184376
8287,1985,Petroleos de Venezuela,State-owned Entity,Oil & NGL,508.08,Million bbl/yr,202.61107384427672,0.3987778968750526
8288,1985,Petroleos de Venezuela,State-owned Entity,Natural Gas,494.4,Bcf/yr,36.03700899489555,0.07289039036184375
8289,1986,Petroleos de Venezuela,State-owned Entity,Oil & NGL,550.128,Million bbl/yr,219.37888685207895,0.3987778968750526
8290,1986,Petroleos de Venezuela,State-owned Entity,Natural Gas,539.2,Bcf/yr,39.30249848310616,0.07289039036184376
8291,1987,Petroleos de Venezuela,State-owned Entity,Oil & NGL,539.032,Million bbl/yr,214.95404730835335,0.39877789687505255
8292,1987,Petroleos de Venezuela,State-owned Entity,Natural Gas,525.6,Bcf/yr,38.31118917418508,0.07289039036184376
8293,1988,Petroleos de Venezuela,State-owned Entity,Oil & NGL,584.292,Million bbl/yr,233.00273492091824,0.3987778968750526
8294,1988,Petroleos de Venezuela,State-owned Entity,Natural Gas,524.8000000000001,Bcf/yr,38.25287686189561,0.07289039036184375
8295,1989,Petroleos de Venezuela,State-owned Entity,Oil & NGL,588.9639999999999,Million bbl/yr,234.86582525511844,0.39877789687505255
8296,1989,Petroleos de Venezuela,State-owned Entity,Natural Gas,615.2,Bcf/yr,44.84216815060629,0.07289039036184378
8297,1990,Petroleos de Venezuela,State-owned Entity,Oil & NGL,657.8760000000001,Million bbl/yr,262.34640768457206,0.3987778968750525
8298,1990,Petroleos de Venezuela,State-owned Entity,Natural Gas,708.336,Bcf/yr,51.63088754734696,0.07289039036184375
8299,1991,Petroleos de Venezuela,State-owned Entity,Oil & NGL,732.044,Million bbl/yr,291.92296674000096,0.39877789687505255
8300,1991,Petroleos de Venezuela,State-owned Entity,Natural Gas,740.4560000000001,Bcf/yr,53.97212688576938,0.07289039036184373
8301,1992,Petroleos de Venezuela,State-owned Entity,Oil & NGL,731.168,Million bbl/yr,291.57363730233845,0.3987778968750526
8302,1992,Petroleos de Venezuela,State-owned Entity,Natural Gas,717.6,Bcf/yr,52.30614412365908,0.07289039036184376
8303,1993,Petroleos de Venezuela,State-owned Entity,Oil & NGL,764.456,Million bbl/yr,304.8481559335153,0.39877789687505266
8304,1993,Petroleos de Venezuela,State-owned Entity,Natural Gas,763.2,Bcf/yr,55.62994592415916,0.07289039036184376
8305,1994,Petroleos de Venezuela,State-owned Entity,Oil & NGL,811.4712000280001,Million bbl/yr,323.596778521841,0.39877789687505255
8306,1994,Petroleos de Venezuela,State-owned Entity,Natural Gas,817.6080000000002,Bcf/yr,59.595766282966345,0.07289039036184373
8307,1995,Petroleos de Venezuela,State-owned Entity,Oil & NGL,866.987999912,Million bbl/yr,345.7356512208156,0.39877789687505255
8308,1995,Petroleos de Venezuela,State-owned Entity,Natural Gas,846.1440000000001,Bcf/yr,61.67576646233192,0.07289039036184375
8309,1996,Petroleos de Venezuela,State-owned Entity,Oil & NGL,922.124830708,Million bbl/yr,367.7230006460002,0.3987778968750526
8310,1996,Petroleos de Venezuela,State-owned Entity,Natural Gas,909.14936,Bcf/yr,66.26825174762041,0.07289039036184375
8311,1997,Petroleos de Venezuela,State-owned Entity,Oil & NGL,1021.4024001,Million bbl/yr,407.31270097500914,0.3987778968750527
8312,1997,Petroleos de Venezuela,State-owned Entity,Natural Gas,966.50092,Bcf/yr,70.44862934388112,0.07289039036184376
8313,1998,Petroleos de Venezuela,State-owned Entity,Oil & NGL,987.548000108,Million bbl/yr,393.81231454623247,0.3987778968750526
8314,1998,Petroleos de Venezuela,State-owned Entity,Natural Gas,1080.35648,Bcf/yr,78.74760555714745,0.07289039036184376
8315,1999,Petroleos de Venezuela,State-owned Entity,Oil & NGL,901.0087999000002,Million bbl/yr,359.30239429003717,0.3987778968750526
8316,1999,Petroleos de Venezuela,State-owned Entity,Natural Gas,950.96232,Bcf/yr,69.31601472420458,0.07289039036184376
8317,2000,Petroleos de Venezuela,State-owned Entity,Oil & NGL,1004.48,Million bbl/yr,400.5644218530528,0.39877789687505255
8318,2000,Petroleos de Venezuela,State-owned Entity,Natural Gas,980.3444,Bcf/yr,71.45768600504749,0.07289039036184375
8319,2001,Petroleos de Venezuela,State-owned Entity,Oil & NGL,968.36252,Million bbl/yr,386.16156913822607,0.3987778968750526
8320,2001,Petroleos de Venezuela,State-owned Entity,Natural Gas,1069.3382,Bcf/yr,77.94447882683134,0.07289039036184375
8321,2002,Petroleos de Venezuela,State-owned Entity,Oil & NGL,848.6799999520001,Million bbl/yr,338.4348255007784,0.39877789687505266
8322,2002,Petroleos de Venezuela,State-owned Entity,Natural Gas,935.70624,Bcf/yr,68.20399309761305,0.07289039036184375
8323,2003,Petroleos de Venezuela,State-owned Entity,Oil & NGL,748.8432000440001,Million bbl/yr,298.62211640273074,0.3987778968750527
8324,2003,Petroleos de Venezuela,State-owned Entity,Natural Gas,802.3568,Bcf/yr,58.4841003614798,0.07289039036184375
8325,2004,Petroleos de Venezuela,State-owned Entity,Oil & NGL,828.6784481720001,Million bbl/yr,330.45864874771246,0.39877789687505255
8326,2004,Petroleos de Venezuela,State-owned Entity,Natural Gas,895.5884000000002,Bcf/yr,65.27978807953907,0.07289039036184375
8327,2005,Petroleos de Venezuela,State-owned Entity,Oil & NGL,831.0431999520001,Million bbl/yr,331.4016594891724,0.39877789687505255
8328,2005,Petroleos de Venezuela,State-owned Entity,Natural Gas,937.9664,Bcf/yr,68.36873704229329,0.07289039036184376
8329,2006,Petroleos de Venezuela,State-owned Entity,Oil & NGL,796.8319999040002,Million bbl/yr,317.7589890844593,0.39877789687505255
8330,2006,Petroleos de Venezuela,State-owned Entity,Natural Gas,856.0356,Bcf/yr,62.396769047635125,0.07289039036184373
8331,2007,Petroleos de Venezuela,State-owned Entity,Oil & NGL,778.2680000400002,Million bbl/yr,310.35607626110453,0.3987778968750525
8332,2007,Petroleos de Venezuela,State-owned Entity,Natural Gas,945.424928,Bcf/yr,68.91239205973801,0.07289039036184373
8333,2008,Petroleos de Venezuela,State-owned Entity,Oil & NGL,857.8,Million bbl/yr,342.0716799394201,0.3987778968750526
8334,2008,Petroleos de Venezuela,State-owned Entity,Natural Gas,888.0,Bcf/yr,64.72666664131725,0.07289039036184375
8335,2009,Petroleos de Venezuela,State-owned Entity,Oil & NGL,792.1,Million bbl/yr,315.8719721147292,0.39877789687505266
8336,2009,Petroleos de Venezuela,State-owned Entity,Natural Gas,830.0,Bcf/yr,60.49902400033031,0.07289039036184375
8337,2010,Petroleos de Venezuela,State-owned Entity,Oil & NGL,814.0,Million bbl/yr,324.60520805629284,0.3987778968750526
8338,2010,Petroleos de Venezuela,State-owned Entity,Natural Gas,830.0,Bcf/yr,60.49902400033031,0.07289039036184375
8339,2011,Petroleos de Venezuela,State-owned Entity,Oil & NGL,911.8,Million bbl/yr,363.60568637067297,0.3987778968750526
8340,2011,Petroleos de Venezuela,State-owned Entity,Natural Gas,713.0,Bcf/yr,51.970848327994595,0.07289039036184375
8341,2012,Petroleos de Venezuela,State-owned Entity,Oil & NGL,908.5,Million bbl/yr,362.28971931098533,0.39877789687505266
8342,2012,Petroleos de Venezuela,State-owned Entity,Natural Gas,893.0,Bcf/yr,65.09111859312647,0.07289039036184375
8343,2013,Petroleos de Venezuela,State-owned Entity,Oil & NGL,904.8,Million bbl/yr,360.81424109254755,0.39877789687505255
8344,2013,Petroleos de Venezuela,State-owned Entity,Natural Gas,720.0,Bcf/yr,52.481081060527515,0.07289039036184378
8345,2014,Petroleos de Venezuela,State-owned Entity,Oil & NGL,979.3,Million bbl/yr,390.52319440973895,0.39877789687505255
8346,2014,Petroleos de Venezuela,State-owned Entity,Natural Gas,772.6,Bcf/yr,56.315115593560485,0.07289039036184375
8347,2015,Petroleos de Venezuela,State-owned Entity,Oil & NGL,968.0,Million bbl/yr,386.0170041750509,0.39877789687505255
8348,2015,Petroleos de Venezuela,State-owned Entity,Natural Gas,918.3,Bcf/yr,66.93524546928111,0.07289039036184375
8349,2016,Petroleos de Venezuela,State-owned Entity,Oil & NGL,866.0,Million bbl/yr,345.3416586937955,0.39877789687505255
8350,2016,Petroleos de Venezuela,State-owned Entity,Natural Gas,978.8,Bcf/yr,71.34511408617267,0.07289039036184376
8351,2017,Petroleos de Venezuela,State-owned Entity,Oil & NGL,742.7,Million bbl/yr,296.17234400910155,0.39877789687505255
8352,2017,Petroleos de Venezuela,State-owned Entity,Natural Gas,1052.1,Bcf/yr,76.6879796996958,0.07289039036184375
